,streetname_nl,house_number,municipality_name_nl,postcode
254513,Vossenboslaan,15,Essen,2910
255182,Pastoor Schoetersstraat,10,Essen,2910
255273,Grensstraat,63,Essen,2910
255392,Burgem. Dierckxsensstraat,23,Essen,2910
255599,Kraaienberg,122,Essen,2910
255690,Moerkantsebaan,101,Essen,2910
256079,Kammenstraat,74,Essen,2910
256381,Heikantvenstraat,61,Essen,2910
257198,Essendonkbos,11,Essen,2910
257412,Boterpotlaan,9,Essen,2910
257455,Kalmthoutsesteenweg,1,Essen,2910
257534,Kraaienberg,25,Essen,2910
257599,Kalmthoutsesteenweg,315,Essen,2910
257896,Hondsberg,57,Essen,2910
258409,Leemputten,15,Essen,2910
258574,Heuvelplein,13,Essen,2910
258682,Varenlaan,15,Essen,2910
258800,Smeyerspad,5,Essen,2910
258945,Wilgendreef,17,Essen,2910
258975,Olympialaan,9,Essen,2910
259218,Postbaan,67,Essen,2910
259495,Wasbrug,29,Essen,2910
260205,Heuvelplein,31,Essen,2910
260324,Sint-Jansstraat,178,Essen,2910
260414,Spijker,69,Essen,2910
260445,Elf-Novemberstraat,12,Essen,2910
260699,Rooiendamlaan,3,Essen,2910
260802,Over d'Aa,93,Essen,2910
260861,Maststraat,27,Essen,2910
260948,Leemstraat,4,Essen,2910
261023,Stationsstraat,59,Essen,2910
261111,Zonnedauwlaan,35,Essen,2910
261137,Nieuwmoersesteenweg,9,Essen,2910
261655,Hendrik Consciencelaan,9,Essen,2910
262556,Kammenstraat,92,Essen,2910
263047,Kerkstraat,88,Essen,2910
263170,Nieuwmoersesteenweg,19,Essen,2910
263737,Hendrik Consciencelaan,19,Essen,2910
264072,Vredestraat,3,Essen,2910
264233,Moerkantsebaan,254,Essen,2910
264465,Nieuwstraat,65,Essen,2910
264478,Violetlaan,18,Essen,2910
264500,Beliestraat,80,Essen,2910
264551,Rodenbachlaan,22,Essen,2910
265461,Kalmthoutsesteenweg,46,Essen,2910
265657,Rinkvenstraat,4,Essen,2910
265707,Nolsebaan,89,Essen,2910
266136,Moerkantsebaan,39,Essen,2910
266872,Achterstraat,34,Essen,2910
266908,Grensstraat,45,Essen,2910
266932,Schaapsbaan,79,Essen,2910
266995,Sint-Jansstraat,196,Essen,2910
267023,Noordeneind,20,Essen,2910
267291,Burgem. Dierckxsensstraat,4,Essen,2910
267650,Stationsstraat,77,Essen,2910
267820,Over d'Aa,40,Essen,2910
268018,Vossenboslaan,33,Essen,2910
268035,Handelsstraat,6,Essen,2910
268916,Leemstraat,102,Essen,2910
269256,Postbaan,49,Essen,2910
269361,Smeyerspad,15,Essen,2910
269406,Kalmthoutsesteenweg,152,Essen,2910
269577,Olympialaan,19,Essen,2910
269646,Epicealaan,2,Essen,2910
269957,Kalmthoutsesteenweg,270,Essen,2910
270627,Werf,21,Essen,2910
270805,Moerkantsebaan,272,Essen,2910
270872,Zwanenblok,1,Essen,2910
271143,Achterstraat,69,Essen,2910
271185,Zandfort,11,Essen,2910
271619,Marterlaan,10,Essen,2910
272229,Dennenlaan,19,Essen,2910
272331,Essendonk,27,Essen,2910
273361,Fazantendreef,7,Essen,2910
273946,Nolsebaan,18,Essen,2910
275774,Paviljoenweg,33,Essen,2910
276336,Eikenblok,3,Essen,2910
276613,Steenovenstraat,70,Essen,2910
276623,Vogelkerslaan,34,Essen,2910
276790,Baertshoek,25,Essen,2910
276836,Larikslaan,13,Essen,2910
277584,Stationsstraat,237,Essen,2910
277960,Wolfsven,6,Essen,2910
278205,Spoorwegstraat,7,Essen,2910
278830,Papenmoerstraat,3,Essen,2910
279862,Molenakkersstraat,61,Essen,2910
279993,Moerkantsebaan,348,Essen,2910
280407,Nieuwmoersesteenweg,72,Essen,2910
280603,Larikslaan,25,Essen,2910
280793,Silvesterlaan,21,Essen,2910
281342,Horendonk,340,Essen,2910
281975,Visserij,24,Essen,2910
282223,Albert Yssackersstraat,23,Essen,2910
283188,Sint-Jansstraat,125,Essen,2910
283986,Valkstraat,5,Essen,2910
284146,Hey-endlaan,52,Essen,2910
284288,Beliestraat,146,Essen,2910
284725,Oude Baan,133,Essen,2910
284818,Velodreef,111,Essen,2910
285178,Struisven,36,Essen,2910
285726,Schriek,27,Essen,2910
285978,Steenovenstraat,147,Essen,2910
286020,Buntweg,12,Essen,2910
286458,Achterstraat,57,Essen,2910
286498,Leemstraat,77,Essen,2910
287148,Den Uil,38,Essen,2910
287552,Huybergsebaan,14,Essen,2910
287726,Over d'Aa,159,Essen,2910
288130,Rooiendamlaan,8,Essen,2910
288238,Olympialaan,10,Essen,2910
289308,Spijker,22,Essen,2910
289354,Struisven,18,Essen,2910
289594,Hendrik Consciencelaan,2,Essen,2910
289810,Beliestraat,164,Essen,2910
290939,Steenovenstraat,76,Essen,2910
291253,Nollekensstraat,34,Essen,2910
291270,Varenlaan,6,Essen,2910
291731,Vijverlaan,4,Essen,2910
291802,Stationsstraat,42,Essen,2910
291887,Wasbrug,22,Essen,2910
292940,Velodreef,22,Essen,2910
294189,Steenovenstraat,58,Essen,2910
294227,Sint-Jansstraat,45,Essen,2910
294372,Nolsebaan,100,Essen,2910
294815,Dreveneind,16,Essen,2910
295632,Vossenboslaan,6,Essen,2910
295731,Kleiputtenlaan,23,Essen,2910
295776,Sint-Jansstraat,48,Essen,2910
296079,Moerkantsebaan,331,Essen,2910
296235,Hendrik Consciencelaan,10,Essen,2910
296530,Scham,60,Essen,2910
296582,Rouwmoer,5,Essen,2910
296592,Kloosterstraat,32,Essen,2910
296842,Dassenlaan,6,Essen,2910
297441,Heikantvenstraat,58,Essen,2910
297940,Donkweg,3,Essen,2910
298033,Spoorwegstraat,30,Essen,2910
298239,Sint-Antoniusplein,9,Essen,2910
298594,Elshoutlaan,27,Essen,2910
298859,Noordeneind,18,Essen,2910
298949,Schomveld,12,Essen,2910
299470,Kalmthoutsesteenweg,169,Essen,2910
299483,Over d'Aa,177,Essen,2910
299572,Sint-Jansstraat,63,Essen,2910
299585,Essendonkbos,3,Essen,2910
299838,Cardijnstraat,16,Essen,2910
299907,Oude Baan,9,Essen,2910
300020,Kalmthoutsesteenweg,287,Essen,2910
300055,Hofstraat,61,Essen,2910
300106,Rijkmakerlaan,22,Essen,2910
300270,Postbaan,61,Essen,2910
300580,Reeënlaan,6,Essen,2910
301221,Distelpad,8,Essen,2910
301360,Grensstraat,4,Essen,2910
301429,Rodenbachlaan,69,Essen,2910
301508,Vogelweide,3,Essen,2910
302525,Stationsstraat,60,Essen,2910
303708,Kerkstraat,12,Essen,2910
303779,Moerkantsebaan,151,Essen,2910
304042,Noordeneind,3,Essen,2910
304700,Heikantlaan,22,Essen,2910
304752,Pastoor Schoetersstraat,19,Essen,2910
304886,Steenovenstraat,94,Essen,2910
305446,Groenlaan,20,Essen,2910
305598,Sint-Jansstraat,81,Essen,2910
305743,Sint-Antoniusstraat,1,Essen,2910
306226,Melkerijstraat,13,Essen,2910
306964,Nolsebaan,225,Essen,2910
307006,Fazantendreef,12,Essen,2910
307066,Kerkstraat,30,Essen,2910
307175,Kerkstraat,83,Essen,2910
307237,Zwartven,4,Essen,2910
307464,Over d'Aa,242,Essen,2910
308254,Kleine Horendonk,24,Essen,2910
309058,Beukendreef,15,Essen,2910
310050,Steenpaal,50,Essen,2910
310744,Schaapsbaan,21,Essen,2910
310977,Schelpheuvelstraat,78,Essen,2910
311316,Klapboomlaan,16,Essen,2910
311402,Kammenstraat,2,Essen,2910
311529,Beliestraat,57,Essen,2910
312452,Schelpheuvelstraat,15,Essen,2910
312895,Spoorwegstraat,12,Essen,2910
313717,Cardijnstraat,34,Essen,2910
314380,Kalmthoutsesteenweg,197,Essen,2910
314466,Horendonk,293,Essen,2910
314487,Den Uil,21,Essen,2910
314669,Hey-endlaan,16,Essen,2910
315105,Kloosterstraat,14,Essen,2910
315380,Oude Baan,44,Essen,2910
316180,Over d'Aa,142,Essen,2910
316917,Albert Yssackersstraat,7,Essen,2910
317069,Stationsstraat,122,Essen,2910
318281,Smoutebos,19,Essen,2910
318491,Schriek,10,Essen,2910
318663,Steenpaal,93,Essen,2910
318734,Stationsstraat,175,Essen,2910
319375,Nieuwmoersesteenweg,36,Essen,2910
319437,Kalmthoutsesteenweg,54,Essen,2910
320117,Platanenlaan,22,Essen,2910
320192,Beekstraat,14,Essen,2910
321221,Moerkantsebaan,186,Essen,2910
321394,Epicealaan,35,Essen,2910
321644,Schaapsbaan,117,Essen,2910
321991,Violetlaan,3,Essen,2910
322248,Lazaret,22,Essen,2910
322459,Dreef,17,Essen,2910
322546,Zwartven,20,Essen,2910
323266,Klaprooslaan,22,Essen,2910
323783,Nieuwstraat,1,Essen,2910
324008,Vogelkerslaan,66,Essen,2910
324020,Krinkelsbos,2,Essen,2910
324196,Nieuw Hoef,2,Essen,2910
324437,Platanenlaan,6,Essen,2910
324769,Hendrik Consciencelaan,27,Essen,2910
325020,Hanneken Tas,18,Essen,2910
325086,Achterstraat,5,Essen,2910
325222,Velodreef,39,Essen,2910
326528,Vissenheuvel,10,Essen,2910
326538,Etting,21,Essen,2910
326759,Stationsstraat,49,Essen,2910
326852,Oude Baan,143,Essen,2910
326899,Heikantvenstraat,51,Essen,2910
327005,Schaapsbaan,4,Essen,2910
327379,Nieuwstraat,17,Essen,2910
327589,Kraaienberg,75,Essen,2910
327924,Epicealaan,1,Essen,2910
329392,Vossenboslaan,14,Essen,2910
329680,Stationsstraat,67,Essen,2910
330108,Koekoekstraat,13,Essen,2910
330514,Burgem. Dierckxsensstraat,24,Essen,2910
330696,Spijker,5,Essen,2910
330839,Elf-Novemberstraat,13,Essen,2910
331478,Beliestraat,50,Essen,2910
331592,Kalmthoutsesteenweg,36,Essen,2910
331677,Steenovenstraat,51,Essen,2910
332050,Hofstraat,68,Essen,2910
332382,Kerkstraat,29,Essen,2910
332632,Jachthoornlaan,20,Essen,2910
332660,Vaartstraat,66,Essen,2910
332738,Kleiputtenlaan,7,Essen,2910
332921,Maststraat,3,Essen,2910
333451,Heikantlaan,5,Essen,2910
333508,Berkenlaan,3,Essen,2910
333517,Stationsstraat,193,Essen,2910
333770,Horendonk,275,Essen,2910
333791,Varenlaan,14,Essen,2910
333913,Nieuwe Heikant,10,Essen,2910
333953,Werf,1,Essen,2910
333957,Kalmthoutsesteenweg,162,Essen,2910
334018,Wolfsven,9,Essen,2910
334294,Hondsberg,16,Essen,2910
334432,Silvesterlaan,56,Essen,2910
335147,Dreef,35,Essen,2910
335612,Kalmthoutsesteenweg,280,Essen,2910
335953,Begonialaan,13,Essen,2910
336015,Cardijnstraat,9,Essen,2910
337389,Heikantstraat,32,Essen,2910
337465,Rijkmakerlaan,39,Essen,2910
338716,Beliestraat,39,Essen,2910
338932,Mereldreef,12,Essen,2910
340446,Kammenstraat,47,Essen,2910
340618,Paviljoenweg,23,Essen,2910
341618,Spoorwegstraat,29,Essen,2910
344021,Hellebloklaan,22,Essen,2910
344135,Dreveneind,9,Essen,2910
344292,Middenstraat,43,Essen,2910
345621,Wasbrug,5,Essen,2910
346615,Antwerpsesteenweg,38,Essen,2910
346737,Marterlaan,11,Essen,2910
348361,Hondsberg,34,Essen,2910
348406,Dennenlaan,18,Essen,2910
349062,Groenlaan,19,Essen,2910
349430,Beliestraat,5,Essen,2910
349591,Suzannalaan,36,Essen,2910
349654,Sint-Jansstraat,2,Essen,2910
349761,Steenovenstraat,137,Essen,2910
350149,Beliestraat,136,Essen,2910
350374,Baertshoek,17,Essen,2910
351085,Begonialaan,31,Essen,2910
351131,Stationsstraat,32,Essen,2910
351206,Kapelstraat,26,Essen,2910
351460,Heiblok,75,Essen,2910
351725,Boterpotlaan,27,Essen,2910
352524,Rijkmakerlaan,32,Essen,2910
352854,Moerkantsebaan,303,Essen,2910
353062,Epicealaan,8,Essen,2910
353124,Over d'Aa,152,Essen,2910
353191,Elzendreef,36,Essen,2910
353235,Sint-Antoniusstraat,15,Essen,2910
353909,Douglaslaan,28,Essen,2910
354264,Jagerspad,2,Essen,2910
355481,Etting,28,Essen,2910
355757,dr. Jef Goossenaertsstraat,15,Essen,2910
355784,Beliestraat,49,Essen,2910
355893,Over d'Aa,15,Essen,2910
357092,Spoorwegstraat,20,Essen,2910
358063,Nieuwstraat,8,Essen,2910
358634,Beliestraat,67,Essen,2910
359414,Over d'Aa,187,Essen,2910
359604,Steenovenstraat,66,Essen,2910
360206,Schriek,2,Essen,2910
360344,Middenstraat,15,Essen,2910
361001,Klapboomlaan,24,Essen,2910
361366,Wasbrug,32,Essen,2910
361561,Stationsstraat,50,Essen,2910
362583,Schanker,70,Essen,2910
363248,Kloosterstraat,22,Essen,2910
363838,Kleine Veldweg,6,Essen,2910
365236,Maststraat,30,Essen,2910
365300,Kalmthoutsesteenweg,179,Essen,2910
365744,Heikantlaan,32,Essen,2910
365817,Middenstraat,33,Essen,2910
366036,Nieuwmoersesteenweg,97,Essen,2910
366177,Steenovenstraat,84,Essen,2910
366270,Leemstraat,52,Essen,2910
366360,Beukendreef,25,Essen,2910
366646,Platanenlaan,14,Essen,2910
367193,Zwanenblok,7,Essen,2910
367721,Sint-Antoniusstraat,33,Essen,2910
368120,Kleine Horendonk,16,Essen,2910
368471,Bontstraat,5,Essen,2910
369028,Schelpheuvelstraat,68,Essen,2910
369672,Nolsebaan,48,Essen,2910
370133,Steenpaal,60,Essen,2910
370466,Heikantvenstraat,13,Essen,2910
370474,Kerkstraat,55,Essen,2910
370639,Baertshoek,8,Essen,2910
370871,Paviljoenweg,41,Essen,2910
371217,Nolsebaan,92,Essen,2910
371542,Deckerslaan,9,Essen,2910
371675,Grensstraat,38,Essen,2910
371893,Stationsstraat,39,Essen,2910
371946,Over d'Aa,270,Essen,2910
371950,Kapelstraat,90,Essen,2910
372881,Sint-Jansstraat,214,Essen,2910
373023,Korte Leemstraat,32,Essen,2910
373395,Kraaienberg,60,Essen,2910
373689,Douglaslaan,4,Essen,2910
373965,Verbindingsstraat,4,Essen,2910
374048,Cardijnstraat,24,Essen,2910
375267,Etting,4,Essen,2910
377318,Heikantstraat,30B,Essen,2910
377524,Sint-Jansstraat,53,Essen,2910
377775,Maststraat,65,Essen,2910
377988,Spillebeekweg,4,Essen,2910
378248,Nollekensstraat,24,Essen,2910
378689,Nolsebaan,74,Essen,2910
379190,Voorspoedstraat,6,Essen,2910
379347,Hemelrijklaan,43,Essen,2910
379361,Heikantvenstraat,31,Essen,2910
379469,Moerkantsebaan,321,Essen,2910
380017,Jachthoornlaan,29,Essen,2910
380293,Maststraat,12,Essen,2910
380897,Vaartkant,14,Essen,2910
380981,Sint-Jansstraat,71,Essen,2910
381214,Kerkstraat,20,Essen,2910
382370,Kalmthoutsesteenweg,108,Essen,2910
382388,Violetlaan,12,Essen,2910
382527,Beliestraat,85,Essen,2910
382713,Steenovenstraat,13,Essen,2910
382733,Corsicalaan,6,Essen,2910
382873,Bosbessenlaan,21,Essen,2910
383994,Steenpaal,118,Essen,2910
384353,Postbaan,6,Essen,2910
384538,Beliestraat,32,Essen,2910
384670,Hofstraat,6,Essen,2910
384751,Vaartstraat,51,Essen,2910
385262,Essendonk,21,Essen,2910
385782,Steenovenstraat,23,Essen,2910
385801,Kerkstraat,73,Essen,2910
385870,Kapelstraat,72,Essen,2910
385879,Kammenstraat,98,Essen,2910
386426,Voorstehoevestraat,31,Essen,2910
386448,Steenovenstraat,127,Essen,2910
386900,Kapelstraat,18,Essen,2910
387610,Huybergsebaan,132,Essen,2910
388028,Heikantstraat,75,Essen,2910
389014,Begonialaan,7,Essen,2910
389195,Schuurblok,24,Essen,2910
389303,Kortestraat,6,Essen,2910
390009,Heuvelplein,8,Essen,2910
390307,Schanker,59,Essen,2910
390635,Hemelrijkweg,13,Essen,2910
390691,Spoorwegstraat,19,Essen,2910
390802,Populierenlaan,4,Essen,2910
391740,Albert Yssackersstraat,31,Essen,2910
391849,Oude Baan,36,Essen,2910
391913,Horendonk,265,Essen,2910
393009,Bremakker,2,Essen,2910
393042,Schaapsbaan,99,Essen,2910
393566,Over d'Aa,206,Essen,2910
394111,Moerkantsebaan,178,Essen,2910
394327,Kuiperstraat,16,Essen,2910
394406,Beekstraat,39,Essen,2910
395565,Huybergsebaan,22,Essen,2910
395626,Zwartven,30,Essen,2910
395668,Voorspoedstraat,25,Essen,2910
396255,Sint-Jansstraat,110,Essen,2910
396329,Kloosterstraat,39,Essen,2910
396973,Beliestraat,60,Essen,2910
397246,Kammenstraat,63,Essen,2910
397299,Kerkstraat,5,Essen,2910
397320,Ericalaan,12,Essen,2910
397830,Hortensialaan,16,Essen,2910
397988,Vaartstraat,58,Essen,2910
398216,Schaapsbaan,28,Essen,2910
398875,Steenpaal,49,Essen,2910
398934,Pastoor Schoetersstraat,12,Essen,2910
399231,Kerkstraat,19,Essen,2910
399289,Hemelrijk,51,Essen,2910
400969,Steenovenstraat,7,Essen,2910
401295,Vaartstraat,23,Essen,2910
401598,Duiventorenstraat,52,Essen,2910
402593,Maststraat,40,Essen,2910
402989,Nachtegalendreef,22,Essen,2910
402995,Schomveld,19,Essen,2910
403247,Kraaienberg,67,Essen,2910
403364,Hondsberg,59,Essen,2910
403481,Guido Gezellelaan,15,Essen,2910
403709,Schelpheuvelstraat,61,Essen,2910
404316,Sint-Jansstraat,88,Essen,2910
404359,Burgem. Dierckxsensstraat,16,Essen,2910
404473,Sint-Antoniusstraat,8,Essen,2910
405268,Den Uil,42,Essen,2910
405706,Vijverlaan,21,Essen,2910
406024,Stationsstraat,57,Essen,2910
406044,Sint-Jansstraat,17,Essen,2910
406621,Over d'Aa,8,Essen,2910
407700,Deckerslaan,24,Essen,2910
407786,Kalmthoutsesteenweg,154,Essen,2910
408092,dr. Jef Goossenaertsstraat,8,Essen,2910
408132,Handelsstraat,42,Essen,2910
408331,Kalmthoutsesteenweg,97,Essen,2910
410368,Moerkantsebaan,196,Essen,2910
410503,Grensstraat,48,Essen,2910
411200,Bergsebaan,7,Essen,2910
411497,Stationsstraat,75,Essen,2910
411509,Sint-Jansstraat,35,Essen,2910
412616,Eikendreef,18,Essen,2910
412930,Heikantstraat,93,Essen,2910
412996,Jachthoornlaan,12,Essen,2910
413497,Laaglandstraat,10,Essen,2910
413600,Stationsstraat,22,Essen,2910
413754,Nolsebaan,38,Essen,2910
413845,Kraaienberg,49,Essen,2910
413874,Dennenlaan,3,Essen,2910
414075,Hondsberg,24,Essen,2910
414195,Suzannalaan,26,Essen,2910
414272,Kerkstraat,37,Essen,2910
414474,Kapelstraat,36,Essen,2910
414539,Antwerpsesteenweg,28,Essen,2910
414834,Middenstraat,47,Essen,2910
415867,Schelpheuvelstraat,81,Essen,2910
415951,Stationsstraat,142,Essen,2910
416001,Zandstraat,3A,Essen,2910
416125,Over d'Aa,193,Essen,2910
416413,Vredestraat,6,Essen,2910
416456,Kerkstraat,85,Essen,2910
416473,Huybergsebaan,249,Essen,2910
417618,Vossenboslaan,30,Essen,2910
417929,Sint-Jansstraat,96,Essen,2910
417960,Kalmthoutsesteenweg,254,Essen,2910
417992,Moerkantsebaan,261,Essen,2910
418065,Huybergsebaan,1,Essen,2910
418080,Baertshoek,20,Essen,2910
418251,Grensstraat,41,Essen,2910
418367,Nolsebaan,84,Essen,2910
418587,Rinkvenstraat,9,Essen,2910
418939,Grensstraat,2,Essen,2910
419190,Platanenlaan,37,Essen,2910
419530,Beliestraat,55,Essen,2910
420887,Handelsstraat,3,Essen,2910
421033,Sint-Jansstraat,78,Essen,2910
421061,Kalmthoutsesteenweg,136,Essen,2910
421346,Burgem. Dierckxsensstraat,9,Essen,2910
421639,Wasbrug,7,Essen,2910
422522,Rodenbachlaan,36,Essen,2910
422529,Corsicalaan,47,Essen,2910
423708,Kleiputtenlaan,38,Essen,2910
424424,Middenstraat,27,Essen,2910
424886,Kloosterstraat,8,Essen,2910
425092,Essendonk,66,Essen,2910
425176,Verbindingsstraat,23,Essen,2910
426276,Molenakkersstraat,17,Essen,2910
426515,Etting,23,Essen,2910
426781,Hey-endlaan,54,Essen,2910
426851,Stationsstraat,160,Essen,2910
427790,Populierenlaan,11,Essen,2910
428379,Olympialaan,4,Essen,2910
428526,Vijverlaan,2,Essen,2910
428778,Valkstraat,3,Essen,2910
428794,Over d'Aa,27,Essen,2910
429233,Kloosterstraat,65,Essen,2910
429442,Vleetweg,14,Essen,2910
430037,Hendrik Consciencelaan,4,Essen,2910
430143,Zandfort,16,Essen,2910
431476,Bremlaan,23,Essen,2910
432388,Rouwmoer,3,Essen,2910
432399,Kloosterstraat,30,Essen,2910
432867,Handelsstraat,14,Essen,2910
433159,Heuvelplein,27,Essen,2910
433409,Sint-Antoniusplein,7,Essen,2910
433613,Donkweg,5,Essen,2910
434193,Sint-Jansstraat,204,Essen,2910
434288,Heikantvenstraat,56,Essen,2910
434319,Huybergsebaan,114,Essen,2910
434426,Kraaienberg,108,Essen,2910
434518,Oude Baan,213,Essen,2910
436295,Essendonkbos,5,Essen,2910
436330,Over d'Aa,175,Essen,2910
436607,Steenpaal,108,Essen,2910
436937,Rijkmakerlaan,20,Essen,2910
437142,Oude Baan,7,Essen,2910
437358,Rodenbachlaan,18,Essen,2910
437863,Essendonk,31,Essen,2910
437895,Nollekensstraat,59,Essen,2910
439112,Distelpad,6,Essen,2910
439286,Beliestraat,162,Essen,2910
439676,Noordeneind,5,Essen,2910
440183,Kalmthoutsesteenweg,118,Essen,2910
440787,Over d'Aa,98,Essen,2910
441131,Elf-Novemberstraat,4,Essen,2910
441154,Hemelrijkweg,38,Essen,2910
441360,Leemstraat,44,Essen,2910
442781,Spoorwegstraat,14,Essen,2910
443074,Klaprooslaan,8,Essen,2910
443318,Schanker,54,Essen,2910
443428,Zwartven,6,Essen,2910
443636,Huybergsebaan,260,Essen,2910
443787,Velodreef,190,Essen,2910
444580,Sint-Jansstraat,155,Essen,2910
445603,Hemelrijklaan,17,Essen,2910
446105,Moerkantsebaan,18,Essen,2910
446690,Sint-Jansstraat,298,Essen,2910
447029,Leemstraat,26,Essen,2910
447671,Oude Baan,176,Essen,2910
447913,Moerkantsebaan,268,Essen,2910
448187,Eekhoornlaan,35,Essen,2910
448281,Koekoekstraat,46,Essen,2910
448425,Kammenstraat,68,Essen,2910
448484,Eikenblok,18,Essen,2910
448985,Heikantstraat,65,Essen,2910
449083,Wijngaardstraat,5,Essen,2910
450820,Heidelaan,11,Essen,2910
451002,Middenstraat,10,Essen,2910
451099,Hemelrijklaan,35,Essen,2910
451350,Kleiputtenlaan,21,Essen,2910
451716,Kalmthoutsesteenweg,52,Essen,2910
452415,Spechtendreef,11,Essen,2910
452451,Dennenlaan,16,Essen,2910
452781,Schaapsbaan,2,Essen,2910
453684,Over d'Aa,140,Essen,2910
454330,Baertshoek,19,Essen,2910
454659,dr. Jef Goossenaertsstraat,10,Essen,2910
455040,Kammenstraat,86,Essen,2910
455309,Over d'Aa,10,Essen,2910
455351,Albert Yssackersstraat,9,Essen,2910
455568,Schelpheuvelstraat,47,Essen,2910
456165,Antwerpsesteenweg,2,Essen,2910
457091,Patrijzenlaan,12,Essen,2910
457306,Meeuwenven,2,Essen,2910
457497,Scham,29,Essen,2910
457641,Kalmthoutsesteenweg,146,Essen,2910
458002,Stationsstraat,83,Essen,2910
458124,Stationsstraat,177,Essen,2910
458548,Sint-Jansstraat,173,Essen,2910
458598,Kapelstraat,70,Essen,2910
458703,Achterstraat,19,Essen,2910
458845,Vissenheuvel,4,Essen,2910
458876,Moerkantsebaan,305,Essen,2910
458932,Nieuwmoersesteenweg,16,Essen,2910
459106,Postbaan,71,Essen,2910
459183,Veldweg,46,Essen,2910
459218,Kerkstraat,42,Essen,2910
460270,Rodenbachlaan,7,Essen,2910
460519,Vossenboslaan,40,Essen,2910
462452,Sint-Jansstraat,191,Essen,2910
462549,Essendonk,41,Essen,2910
462679,Hendrik Consciencelaan,25,Essen,2910
462804,Berkenlaan,1,Essen,2910
463602,Vogelkerslaan,64,Essen,2910
463612,Elzendreef,16,Essen,2910
463760,Sint-Jansstraat,4,Essen,2910
463839,Guido Gezellelaan,45,Essen,2910
464189,Kraaienberg,37,Essen,2910
464583,Koveklaan,11,Essen,2910
464973,Hellebloklaan,3,Essen,2910
465446,Moerkantsebaan,323,Essen,2910
465805,Steenpaal,37,Essen,2910
466168,Kraaienberg,73,Essen,2910
466477,Varenlaan,29,Essen,2910
466660,Hey-endlaan,36,Essen,2910
466664,Deckerslaan,18,Essen,2910
468721,Kraaienberg,55,Essen,2910
468737,Kerkstraat,14,Essen,2910
468944,Guido Gezellelaan,27,Essen,2910
468955,Oude Baan,158,Essen,2910
469103,Schanker,72,Essen,2910
469404,Kraaienberg,19,Essen,2910
469482,Hofstraat,53,Essen,2910
469867,Schaapsbaan,23,Essen,2910
470048,Kerkstraat,60,Essen,2910
470065,Vaartstraat,28,Essen,2910
470543,Vaartkant,20,Essen,2910
470820,Vossenboslaan,29,Essen,2910
471101,Stationsstraat,195,Essen,2910
471413,Kalmthoutsesteenweg,289,Essen,2910
471428,Steenpaal,55,Essen,2910
471557,Steenpaal,19,Essen,2910
471709,Wasbrug,24,Essen,2910
472071,Vaartstraat,64,Essen,2910
473119,Hondsberg,18,Essen,2910
473435,Nolsebaan,183,Essen,2910
473745,Kleiputtenlaan,56,Essen,2910
473756,Paviljoenweg,38,Essen,2910
473936,Kalmthoutsesteenweg,236,Essen,2910
474620,Spijker,65,Essen,2910
474946,Nieuwe Heikant,33,Essen,2910
475122,Bergenvenstraat,31,Essen,2910
475325,Schriek,4,Essen,2910
475350,Nolsebaan,76,Essen,2910
475380,Grensstraat,51,Essen,2910
476422,Smeyerspad,11,Essen,2910
476942,Hemelrijklaan,8,Essen,2910
476953,Jachthoornlaan,14,Essen,2910
477650,Molenstraat,54,Essen,2910
477967,Huybergsebaan,259,Essen,2910
478126,Schelpheuvelstraat,71,Essen,2910
479079,Beliestraat,101,Essen,2910
479100,Alfons Tirelirenstraat,7,Essen,2910
479257,Vossenboslaan,20,Essen,2910
480030,Beliestraat,83,Essen,2910
480084,Essendonk,76,Essen,2910
480518,Kalmthoutsesteenweg,264,Essen,2910
480984,Over d'Aa,222,Essen,2910
483063,Kerkstraat,75,Essen,2910
483298,Kleiputtenlaan,28,Essen,2910
483599,Steenovenstraat,38,Essen,2910
484000,Schaapsbaan,102,Essen,2910
484596,Achterstraat,12,Essen,2910
485134,Moerkantsebaan,97,Essen,2910
485382,Over d'Aa,167,Essen,2910
485397,Vijverlaan,51,Essen,2910
485616,Kleine Veldweg,10,Essen,2910
485774,Valkstraat,39,Essen,2910
